municipio_distrito;fecha_informe;casos_confirmados_ultimos_14dias;tasa_incidencia_acumulada_ultimos_14dias;casos_confirmados_totales;tasa_incidencia_acumulada_total;codigo_geometria
Alcorcón                                    ;2020/04/17 07:00:00;417;238,5;1386;792,72;0072  
Navalcarnero                                ;2020/04/17 07:00:00;35;123,99;134;474,69;0967  
San Agustín del Guadalix                    ;2020/04/17 07:00:00;27;185,4;49;336,47;1296  
Las Rozas de Madrid                         ;2020/04/17 07:00:00;219;228,49;566;590,52;1277  
Moraleja de Enmedio                         ;2020/04/17 07:00:00;6;112,02;20;373,41;0894  
Valdaracete                                 ;2020/04/17 07:00:00;;494,23;;823,72;1551  
Pozuelo del Rey                             ;2020/04/17 07:00:00;;202,02;;404,04;1163  
Puebla de la Sierra                         ;2020/04/17 07:00:00;;0;;0;1185  
Perales de Tajuña                           ;2020/04/17 07:00:00;;53,72;7;188,02;1104  
Valdemorillo                                ;2020/04/17 07:00:00;16;132;33;272,25;1603  
Navalafuente                                ;2020/04/17 07:00:00;;377,83;;503,78;0941  
Velilla de San Antonio                      ;2020/04/17 07:00:00;17;136,08;56;448,25;1678  
Villanueva de la Cañada                     ;2020/04/17 07:00:00;26;106,63;83;340,39;1760  
Villanueva del Pardillo                     ;2020/04/17 07:00:00;16;94,74;67;396,71;1776  
Nuevo Baztán                                ;2020/04/17 07:00:00;;60,18;24;361,07;1006  
Villamantilla                               ;2020/04/17 07:00:00;;0;7;829,38;1757  
Villamanta                                  ;2020/04/17 07:00:00;;140,78;9;422,34;1744  
Cabanillas de la Sierra                     ;2020/04/17 07:00:00;;518,13;9;1554,4;0297  
Cenicientos                                 ;2020/04/17 07:00:00;6;305,97;19;968,89;0376  
Puentes Viejas                              ;2020/04/17 07:00:00;;218,82;;437,64;9020  
Aranjuez                                    ;2020/04/17 07:00:00;90;141,89;380;599,08;0133  
Cercedilla                                  ;2020/04/17 07:00:00;39;520,9;84;1121,94;0382  
Santorcaz                                   ;2020/04/17 07:00:00;;0;7;1236,75;1369  
Coslada                                     ;2020/04/17 07:00:00;213;240,94;709;802,01;0493  
Morata de Tajuña                            ;2020/04/17 07:00:00;6;77,25;83;1068,62;0915  
Robregordo                                  ;2020/04/17 07:00:00;;0;;0;1261  
Navarredonda y San Mamés                    ;2020/04/17 07:00:00;;1204,82;;2409,64;0973  
Venturada                                   ;2020/04/17 07:00:00;;70,82;;141,64;1697  
Navacerrada                                 ;2020/04/17 07:00:00;;71,74;12;430,42;0936  
Montejo de la Sierra                        ;2020/04/17 07:00:00;;279,33;;279,33;0881  
Fresno de Torote                            ;2020/04/17 07:00:00;;166,53;13;1082,43;0571  
Pinilla del Valle                           ;2020/04/17 07:00:00;;0;;0;1126  
Valdemaqueda                                ;2020/04/17 07:00:00;;350,88;;467,84;1599  
Navas del Rey                               ;2020/04/17 07:00:00;;101,9;45;1528,53;0992  
Olmeda de las Fuentes                       ;2020/04/17 07:00:00;;0;;1244,81;1013  
Bustarviejo                                 ;2020/04/17 07:00:00;;56,27;;281,37;0284  
Becerril de la Sierra                       ;2020/04/17 07:00:00;9;155,93;22;381,15;0186  
Fuenlabrada                                 ;2020/04/17 07:00:00;286;140,19;1279;626,91;0587  
Garganta de los Montes                      ;2020/04/17 07:00:00;;0;;364,96;0626  
Pinto                                       ;2020/04/17 07:00:00;39;73,37;186;349,94;1132  
Alameda del Valle                           ;2020/04/17 07:00:00;;0;;0;0035  
Berzosa del Lozoya                          ;2020/04/17 07:00:00;;657,89;;1315,79;0203  
Los Santos de la Humosa                     ;2020/04/17 07:00:00;;119,12;18;1072,07;1375  
El Álamo                                    ;2020/04/17 07:00:00;27;273,47;54;546,95;0040  
Pelayos de la Presa                         ;2020/04/17 07:00:00;;75,05;15;562,85;1090  
Galapagar                                   ;2020/04/17 07:00:00;57;171,84;162;488,39;0611  
Griñón                                      ;2020/04/17 07:00:00;25;216,53;71;614,93;0663  
Gargantilla del Lozoya y Pinilla de Buitrago;2020/04/17 07:00:00;;0;;1027,4;0632  
Aldea del Fresno                            ;2020/04/17 07:00:00;10;331,56;35;1160,48;0088  
Carabaña                                    ;2020/04/17 07:00:00;;57,21;11;629,29;0357  
Talamanca de Jarama                         ;2020/04/17 07:00:00;9;287,36;21;670,5;1454  
Chapinería                                  ;2020/04/17 07:00:00;;43,71;6;262,24;0513  
Ciempozuelos                                ;2020/04/17 07:00:00;18;70,13;151;588,33;0409  
Ajalvir                                     ;2020/04/17 07:00:00;;63,21;10;210,7;0029  
San Lorenzo de El Escorial                  ;2020/04/17 07:00:00;38;214,51;86;485,46;1317  
Gascones                                    ;2020/04/17 07:00:00;;0;;0;0647  
San Martín de la Vega                       ;2020/04/17 07:00:00;13;63,84;65;319,18;1322  
Móstoles                                    ;2020/04/17 07:00:00;542;248;1640;750,41;0920  
Leganés                                     ;2020/04/17 07:00:00;669;339,75;2560;1300,1;0745  
Braojos                                     ;2020/04/17 07:00:00;;0;;1242,24;0246  
Cubas de la Sagra                           ;2020/04/17 07:00:00;7;126,24;20;360,69;0506  
Algete                                      ;2020/04/17 07:00:00;39;175,64;89;400,81;0091  
Mejorada del Campo                          ;2020/04/17 07:00:00;44;179,55;159;648,82;0843  
Loeches                                     ;2020/04/17 07:00:00;11;158,71;48;692,54;0758  
Parla                                       ;2020/04/17 07:00:00;95;69,49;621;454,26;1065  
Fuentidueña de Tajo                         ;2020/04/17 07:00:00;;100,86;16;806,86;0604  
Ambite                                      ;2020/04/17 07:00:00;;200,4;7;1402,81;0112  
Torremocha de Jarama                        ;2020/04/17 07:00:00;;0;8;996,26;1533  
Anchuelo                                    ;2020/04/17 07:00:00;;261,78;7;916,23;0127  
Los Molinos                                 ;2020/04/17 07:00:00;14;349,39;40;998,25;0875  
Soto del Real                               ;2020/04/17 07:00:00;18;183,75;54;551,25;1441  
Valverde de Alcalá                          ;2020/04/17 07:00:00;;0;6;2255,64;1662  
Fuente el Saz de Jarama                     ;2020/04/17 07:00:00;13;152,22;22;257,61;0590  
Horcajo de la Sierra-Aoslos                 ;2020/04/17 07:00:00;;1470,59;;4411,76;0702  
Valdeolmos-Alalpardo                        ;2020/04/17 07:00:00;;73,8;10;369;1625  
Campo Real                                  ;2020/04/17 07:00:00;6;99,6;22;365,21;0339  
Valdeavero                                  ;2020/04/17 07:00:00;;0;7;664,77;1564  
Villamanrique de Tajo                       ;2020/04/17 07:00:00;;146,84;;440,53;1739  
Cobeña                                      ;2020/04/17 07:00:00;29;388,9;51;683,92;0416  
Fresnedillas de la Oliva                    ;2020/04/17 07:00:00;;220,59;;367,65;0565  
Valdilecha                                  ;2020/04/17 07:00:00;6;235,2;14;548,8;1659  
El Berrueco                                 ;2020/04/17 07:00:00;;778,82;7;1090,34;0210  
Pezuela de las Torres                       ;2020/04/17 07:00:00;;0;;384,62;1111  
Villar del Olmo                             ;2020/04/17 07:00:00;;99,5;;398,01;1795  
Guadarrama                                  ;2020/04/17 07:00:00;53;335,49;112;708,95;0685  
San Martín de Valdeiglesias                 ;2020/04/17 07:00:00;20;234,49;63;738,66;1338  
Torrelodones                                ;2020/04/17 07:00:00;45;173,52;125;481,99;1527  
Boadilla del Monte                          ;2020/04/17 07:00:00;71;134,38;230;435,3;0225  
Torrejón de Velasco                         ;2020/04/17 07:00:00;;50,62;16;404,96;1505  
Villanueva de Perales                       ;2020/04/17 07:00:00;;207,47;;518,67;1782  
Tielmes                                     ;2020/04/17 07:00:00;;133,16;29;1287,17;1467  
San Sebastián de los Reyes                  ;2020/04/17 07:00:00;176;191,84;394;429,47;1343  
Guadalix de la Sierra                       ;2020/04/17 07:00:00;8;134,12;28;469,4;0679  
Humanes de Madrid                           ;2020/04/17 07:00:00;23;111,61;90;436,72;0730  
Chinchón                                    ;2020/04/17 07:00:00;10;193,76;23;445,65;0528  
Cadalso de los Vidrios                      ;2020/04/17 07:00:00;;65,72;7;230,04;0318  
Hoyo de Manzanares                          ;2020/04/17 07:00:00;;65,27;23;300,22;0724  
Torrejón de la Calzada                      ;2020/04/17 07:00:00;15;173,99;30;347,99;1492  
Estremera                                   ;2020/04/17 07:00:00;6;494,23;7;576,61;0552  
Corpa                                       ;2020/04/17 07:00:00;;0;6;1438,85;0480  
Meco                                        ;2020/04/17 07:00:00;16;114,43;119;851,09;0838  
Madarcos                                    ;2020/04/17 07:00:00;;0;;0;0783  
Zarzalejo                                   ;2020/04/17 07:00:00;;62,23;;248,91;1837  
Arganda del Rey                             ;2020/04/17 07:00:00;98;169,13;287;495,31;0148  
Collado Mediano                             ;2020/04/17 07:00:00;12;182,57;21;319,49;0468  
Daganzo de Arriba                           ;2020/04/17 07:00:00;;46,15;37;341,52;0534  
Manzanares El Real                          ;2020/04/17 07:00:00;11;126,9;31;357,64;0822  
Buitrago del Lozoya                         ;2020/04/17 07:00:00;;176,6;14;618,1;0278  
Valdelaguna                                 ;2020/04/17 07:00:00;;0;;121,36;1570  
Valdepiélagos                               ;2020/04/17 07:00:00;;0;;0;1631  
Casarrubuelos                               ;2020/04/17 07:00:00;;88,03;9;264,08;0360  
Miraflores de la Sierra                     ;2020/04/17 07:00:00;8;144,98;31;561,8;0856  
Paracuellos de Jarama                       ;2020/04/17 07:00:00;20;86,92;62;269,46;1049  
El Vellón                                   ;2020/04/17 07:00:00;;140,85;11;774,65;1684  
Lozoya                                      ;2020/04/17 07:00:00;;0;;236,97;0761  
Collado Villalba                            ;2020/04/17 07:00:00;141;203,54;337;486,47;0474  
Colmenarejo                                 ;2020/04/17 07:00:00;14;173,07;30;370,87;0442  
Villavieja del Lozoya                       ;2020/04/17 07:00:00;;0;;0;1821  
Prádena del Rincón                          ;2020/04/17 07:00:00;;0;;0;1179  
La Cabrera                                  ;2020/04/17 07:00:00;;131,97;11;362,92;0301  
Sevilla la Nueva                            ;2020/04/17 07:00:00;48;482,46;67;673,43;1415  
La Acebeda                                  ;2020/04/17 07:00:00;;0;;0;0014  
Redueña                                     ;2020/04/17 07:00:00;;0;;584,8;1219  
Robledillo de la Jara                       ;2020/04/17 07:00:00;;1851,85;;1851,85;1245  
La Serna del Monte                          ;2020/04/17 07:00:00;;0;;0;1381  
Colmenar de Oreja                           ;2020/04/17 07:00:00;8;111,16;23;319,58;0437  
Rozas de Puerto Real                        ;2020/04/17 07:00:00;;510,2;;510,2;1283  
Valdemanco                                  ;2020/04/17 07:00:00;;135,14;;135,14;1586  
Brunete                                     ;2020/04/17 07:00:00;14;123,98;58;513,64;0262  
Titulcia                                    ;2020/04/17 07:00:00;;100,6;6;603,62;1473  
Villa del Prado                             ;2020/04/17 07:00:00;47;712,45;80;1212,67;1718  
Lozoyuela-Navas-Sieteiglesias               ;2020/04/17 07:00:00;;174,37;;261,55;9015  
Quijorna                                    ;2020/04/17 07:00:00;;254,71;16;815,08;1198  
Valdemoro                                   ;2020/04/17 07:00:00;66;86,39;582;761,8;1610  
Tres Cantos                                 ;2020/04/17 07:00:00;109;226,85;276;574,4;9036  
Torrelaguna                                 ;2020/04/17 07:00:00;6;118,58;14;276,68;1512  
Rivas-Vaciamadrid                           ;2020/04/17 07:00:00;104;120,75;473;549,16;1230  
El Atazar                                   ;2020/04/17 07:00:00;;0;;0;0164  
Pedrezuela                                  ;2020/04/17 07:00:00;13;234,91;20;361,4;1087  
Santa María de la Alameda                   ;2020/04/17 07:00:00;;105,71;;105,71;1356  
Horcajuelo de la Sierra                     ;2020/04/17 07:00:00;;0;;0;0719  
Arroyomolinos                               ;2020/04/17 07:00:00;46;176,32;136;521,29;0151  
Moralzarzal                                 ;2020/04/17 07:00:00;25;191,98;59;453,08;0908  
Canencia                                    ;2020/04/17 07:00:00;;0;;271;0344  
Villarejo de Salvanés                       ;2020/04/17 07:00:00;;52,49;33;433,01;1809  
Serranillos del Valle                       ;2020/04/17 07:00:00;10;263,23;27;710,71;1408  
Villaviciosa de Odón                        ;2020/04/17 07:00:00;33;118,96;159;573,18;1816  
Camarma de Esteruelas                       ;2020/04/17 07:00:00;;70,25;38;533,93;0323  
Robledo de Chavela                          ;2020/04/17 07:00:00;9;238,73;17;450,93;1258  
Patones                                     ;2020/04/17 07:00:00;;655,02;;873,36;1071  
Navalagamella                               ;2020/04/17 07:00:00;;0;;222,22;0954  
Rascafría                                   ;2020/04/17 07:00:00;;135,78;;271,55;1202  
El Boalo                                    ;2020/04/17 07:00:00;9;142,29;29;458,5;0231  
Majadahonda                                 ;2020/04/17 07:00:00;87;111,58;384;492,5;0800  
Batres                                      ;2020/04/17 07:00:00;;0;8;1797,75;0170  
Alcobendas                                  ;2020/04/17 07:00:00;224;184,8;557;459,52;0066  
Alcalá de Henares                           ;2020/04/17 07:00:00;296;141,6;2107;1007,91;0053  
